track_name,artist_name,danceability,energy,instrumentalness,liveness,genre_score,track_pop
Homeward Bound,1072,0.485,0.38,0.0,0.103,382.0,0
Vincent,339,0.419,0.085,5.33e-06,0.34,377.0,68
Fire and Rain,541,0.611,0.35,7.84e-06,0.0844,377.0,1
If,203,0.388,0.176,0.000336,0.0977,232.0,59
Rocky Mountain High,583,0.455,0.437,0.0,0.501,262.0,0
The Wind,1290,0.758,0.187,0.1,0.122,481.0,3
In My Life - Remastered,1146,0.688,0.435,0.0,0.113,218.0,0
Me and Julio Down by the Schoolyard,899,0.626,0.816,1.8e-06,0.104,540.0,72
Take It Easy - 2013 Remaster,362,0.575,0.67,4.95e-06,0.129,464.0,77
Jolene,336,0.674,0.537,0.0,0.131,19.0,73
"Don't Think Twice, It's All Right",908,0.437,0.104,0.00124,0.11,345.0,60
Landslide,409,0.414,0.161,0.000223,0.117,353.0,77
"Bad, Bad Leroy Brown",576,0.674,0.795,0.0,0.0673,563.0,0
Not Alone,897,0.55,0.0329,6.22e-05,0.107,326.0,40
Morning Has Broken,1290,0.424,0.321,0.0196,0.0903,481.0,7
Till There Was You - Remastered,1146,0.727,0.338,0.0,0.105,218.0,0
"Rocket Man (I Think It's Going To Be A Long, Long Time)",378,0.601,0.532,6.25e-06,0.0925,103.0,81
Older Chests,293,0.51,0.134,0.00692,0.0787,155.0,47
Thunder Road,208,0.37,0.673,3.75e-05,0.387,345.0,0
Carolina In My Mind,541,0.487,0.317,0.0,0.694,377.0,46
The Sound of Silence - Acoustic Version,1072,0.525,0.216,0.0,0.107,382.0,72
Love At The Five And Dime,831,0.579,0.223,0.0,0.0918,333.0,51
It Ain't Over Yet,993,0.543,0.552,9.59e-05,0.121,421.0,55
Let Him Fly,897,0.505,0.232,0.0,0.105,326.0,54
Peace Train,1290,0.61,0.582,3.76e-05,0.12,481.0,5
Me & Magdalena,1174,0.738,0.43,1.03e-05,0.0945,429.0,1
That's the Way That the World Goes 'Round,590,0.636,0.454,0.00343,0.304,386.0,57
Pink Houses,589,0.638,0.802,5.57e-06,0.0985,629.0,0
Country Road,541,0.529,0.343,5.97e-05,0.121,377.0,0
Our Town,515,0.714,0.268,5.05e-06,0.246,276.0,52
Change the World,389,0.721,0.558,0.00563,0.113,356.0,64
The Boxer,1072,0.439,0.488,0.000339,0.16,382.0,70
"Turn, Turn, Turn (To Everything There Is a Season) - Live in Munich, Germany - April 1969",857,0.491,0.269,0.0,0.714,31.0,37
Mr. Tambourine Man,191,0.39,0.31,0.0,0.379,432.0,63
Sunrise,861,0.526,0.299,0.097,0.106,66.0,71
Hotel California - 2013 Remaster,362,0.579,0.508,0.000494,0.0575,464.0,59
Black Irish Indian,255,0.348,0.28,3.03e-06,0.115,2.0,39
Cosmic Empire - Day 2 Demo / Take 1,440,0.701,0.157,3.83e-06,0.145,427.0,0
The First Cut Is the Deepest,992,0.546,0.627,0.00114,0.096,117.0,61
Hobo's Lullaby,176,0.397,0.16,1.36e-06,0.104,260.0,0
"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",389,0.695,0.336,0.00264,0.701,356.0,71
From Silver Lake,531,0.504,0.412,5.66e-06,0.0899,742.0,37
Alice's Restaurant Massacree,117,0.561,0.366,0.0,0.813,380.0,49
When I'm Gone,912,0.404,0.093,7.53e-05,0.717,133.0,48
The Book of Love,1169,0.485,0.262,5.99e-05,0.117,134.0,0
Souvenirs,590,0.544,0.36,0.00481,0.112,386.0,51
"Mrs. Robinson - From ""The Graduate"" Soundtrack",1072,0.606,0.457,2.53e-05,0.0747,382.0,75
Red Dirt Girl,386,0.338,0.447,0.0,0.402,344.0,51
Donna Donna,579,0.579,0.0233,6.74e-05,0.101,256.0,50
Shelter from the Storm,191,0.486,0.241,3.51e-05,0.0928,432.0,61
Into the Mystic - 2013 Remaster,1241,0.608,0.524,0.00254,0.115,503.0,72
You're so Vain,238,0.659,0.678,6.69e-06,0.0784,423.0,73
Boulder to Birmingham - 2003 Remaster,386,0.476,0.318,2e-06,0.104,344.0,54
America,1072,0.259,0.241,6.62e-06,0.0849,382.0,63
She's Leaving Home - Remastered,1146,0.381,0.214,0.0,0.106,218.0,0
2000 Man,1180,0.448,0.477,0.0775,0.439,240.0,0
Clay Pigeons,590,0.585,0.233,0.000611,0.114,386.0,58
Universal Soldier,212,0.512,0.208,0.0,0.102,149.0,43
Wild World,1290,0.484,0.508,0.000791,0.0961,481.0,4
One,1233,0.392,0.534,0.00104,0.155,151.0,76
Ruby Tuesday,1180,0.394,0.465,0.0,0.155,240.0,0
Walking Back To Georgia,576,0.685,0.445,0.000154,0.0953,563.0,0
Crayon Angels,611,0.399,0.132,0.000305,0.118,197.0,46
Angel From Montgomery,195,0.464,0.25,1.27e-06,0.939,450.0,0
Where Do You Go To (My Lovely) [Re-Recorded],907,0.555,0.447,6.18e-05,0.139,13.0,0
Never Going Back Again - 2004 Remaster,409,0.654,0.336,0.385,0.0786,353.0,68
Guitar Man,203,0.553,0.506,3.78e-06,0.438,232.0,64
Green Mountain Road,32,0.407,0.237,0.0892,0.141,0.0,46
You've Got To Hide Your Love Away - Remastered,1146,0.398,0.392,0.0,0.102,218.0,0
All Things Must Pass - 2020 Mix,440,0.46,0.586,1.74e-05,0.0831,427.0,53
Long Time Comin',584,0.649,0.419,0.532,0.0833,456.0,54
Mercy Now,778,0.583,0.262,0.000563,0.0993,346.0,54
Wish You Were Here - 2011 Remastered Version,920,0.481,0.262,0.0114,0.832,259.0,0
Maggie May - Remastered Version,992,0.62,0.559,0.435,0.133,117.0,52
The Watchman's Gone,452,0.559,0.491,0.000473,0.303,600.0,51
Wicked Game,436,0.63,0.191,0.00974,0.118,10.0,51
Music Is Love,306,0.477,0.28,0.0,0.0888,260.0,4
Here Comes The Sun,975,0.698,0.643,0.0799,0.704,315.0,58
Norwegian Wood (This Bird Has Flown) - Remastered,1146,0.425,0.369,0.00126,0.112,218.0,0
The Times They Are A-Changin',191,0.389,0.396,0.0,0.0828,432.0,66
The Only Living Boy in New York,1072,0.359,0.368,0.326,0.204,382.0,0
Black Is the Colour,1197,0.404,0.0173,0.00517,0.239,61.0,42
Great Day,898,0.566,0.49,7.34e-05,0.212,427.0,47
Come And Buy My Toys,305,0.536,0.177,1.87e-05,0.103,235.0,0
"Oh Dear, What Can The Matter Be",1138,0.32,0.0917,0.000145,0.113,6.0,43
Hard Sun,366,0.439,0.83,0.000279,0.325,153.0,0
Let the Mystery Be,515,0.651,0.319,0.0,0.149,276.0,47
The Weight,1144,0.639,0.431,7.11e-06,0.0867,563.0,49
Sword from the Stone,895,0.618,0.457,4.86e-05,0.136,759.0,61
Until You,16,0.722,0.484,3.42e-06,0.108,194.0,62
Bright Star,79,0.712,0.348,0.000206,0.107,189.0,39
I Just Love You,995,0.542,0.644,0.362,0.055,198.0,40
Opaline,866,0.367,0.337,0.117,0.0869,542.0,59
Ends of the Earth,718,0.555,0.584,0.0228,0.254,129.0,68
Crowded Table,1157,0.561,0.557,1.35e-05,0.171,62.0,0
Alright,179,0.433,0.395,0.098,0.101,290.0,39
Amsterdam,1272,0.637,0.484,0.000102,0.0904,273.0,14
IOWA,343,0.514,0.278,0.000261,0.205,295.0,54
Rattlesnake,530,0.559,0.421,0.00451,0.104,0.0,46
Need You,903,0.545,0.642,1.75e-06,0.116,256.0,49
Mount Airy Hill (Way Gone),685,0.51,0.652,0.753,0.122,46.0,52
In My Life,752,0.609,0.143,0.0,0.156,97.0,52
Sorry Now,575,0.674,0.355,0.000571,0.109,234.0,56
Another Story,1156,0.325,0.447,0.15,0.27,449.0,0
doomsday,715,0.409,0.266,0.0,0.103,563.0,36
As It Is,779,0.657,0.258,2.79e-06,0.116,26.0,0
Song For The Thankful,133,0.504,0.235,0.00719,0.127,0.0,48
Burden,1094,0.416,0.445,0.0292,0.101,128.0,46
Nothing’s Gonna Happen,1184,0.36,0.209,5.1e-05,0.129,217.0,53
Right on Time - In Harmony,200,0.457,0.178,2.28e-05,0.153,234.0,48
Could’ve Been,575,0.303,0.254,2.75e-06,0.0862,234.0,28
Horse to Water,1124,0.519,0.622,0.0699,0.497,250.0,54
Hummingbird,1218,0.959,0.424,0.00049,0.107,66.0,44
Sapling,414,0.447,0.458,0.000422,0.105,302.0,54
Olivia,963,0.629,0.551,2.88e-05,0.0889,208.0,0
The Way Back Home,41,0.47,0.329,0.000183,0.085,146.0,8
Weeds,702,0.505,0.64,0.0555,0.0672,29.0,31
Carry,1167,0.618,0.752,1.78e-06,0.0523,191.0,29
Caroline,807,0.622,0.357,0.315,0.113,149.0,51
When I Say That I Love You,429,0.598,0.399,0.476,0.105,3.0,43
Birds,570,0.484,0.19,0.00105,0.126,6.0,37
Mockingbird,1002,0.474,0.723,3e-06,0.109,62.0,0
Hold On,591,0.609,0.381,0.126,0.0997,137.0,53
The Sky Is Painted Gray Today,1329,0.522,0.192,0.000936,0.109,75.0,46
If/Then,309,0.302,0.32,0.00508,0.0745,80.0,27
Seventeen Again (feat. Novo Amor),248,0.338,0.282,0.0,0.111,25.0,43
Witness Trees,490,0.572,0.243,0.00421,0.0908,254.0,51
Seed of Joy,765,0.587,0.474,0.000106,0.375,255.0,43
Blind in the Fray,1165,0.489,0.513,0.000862,0.111,82.0,0
The Lightning,1143,0.491,0.668,0.137,0.178,299.0,27
My Ego Dies At The End,565,0.698,0.448,1.37e-06,0.348,42.0,56
Everything Changed,709,0.507,0.553,0.000419,0.143,43.0,0
Dreamers,802,0.52,0.619,0.0,0.173,47.0,35
Faking My Own Death,61,0.383,0.419,0.000268,0.221,3.0,51
cigarette holes,905,0.733,0.631,0.00187,0.109,0.0,40
Weatherman,506,0.573,0.336,0.000109,0.107,157.0,52
Call Me When You Land,876,0.689,0.485,0.0512,0.432,213.0,14
Sugar in the Creek,161,0.317,0.696,0.00086,0.108,85.0,51
Give Me Time,244,0.581,0.279,0.0631,0.134,104.0,31
Picture of You (feat. Hayden Calnin),135,0.465,0.11,4.64e-05,0.089,82.0,18
Maybe Tomorrow,731,0.331,0.229,0.00606,0.124,135.0,41
Latter Days (feat. Anaïs Mitchell),173,0.696,0.323,0.0111,0.101,89.0,13
Mystery Hymn,724,0.745,0.0777,0.0598,0.0808,161.0,22
Follow You,564,0.557,0.356,0.104,0.117,39.0,25
Salt,876,0.524,0.545,0.693,0.101,213.0,2
Feel Alive Again,813,0.467,0.394,0.0346,0.12,145.0,49
Field Notes on an Endless Day,455,0.566,0.245,3.47e-05,0.107,77.0,10
Cascades,671,0.526,0.437,0.000248,0.376,88.0,0
Secret - Acoustic,86,0.599,0.295,0.000921,0.102,131.0,9
Anybody Else,1143,0.329,0.457,0.0,0.1,299.0,39
Unraveling,415,0.522,0.488,0.00431,0.0915,12.0,0
Sleepless in Seattle,859,0.378,0.195,0.00254,0.101,131.0,44
jordan,608,0.347,0.315,3.53e-06,0.0966,195.0,57
Transatlantic,105,0.509,0.322,0.000409,0.109,216.0,40
Mr. Rodriguez,963,0.626,0.632,5.57e-05,0.0748,208.0,0
Capable,1192,0.413,0.603,0.000864,0.101,208.0,40
Things Happen,310,0.522,0.531,0.0,0.202,376.0,51
Take Back Thy Gift,80,0.493,0.206,8.51e-05,0.111,196.0,52
Heavy Metal Heart,1148,0.615,0.481,0.0186,0.106,0.0,19
Home Truths,726,0.63,0.418,5.59e-06,0.11,9.0,31
Innkeepers,903,0.388,0.24,0.00149,0.101,256.0,9
Going Going Gone - Edit,728,0.693,0.196,0.0627,0.124,35.0,39
Morning,1028,0.573,0.341,0.0436,0.107,211.0,52
Going Where the Lonely Go,988,0.503,0.205,0.0467,0.101,456.0,46
We Don't Know,157,0.727,0.397,0.00669,0.15,12.0,36
I Was Born To Love You,962,0.659,0.236,6.32e-05,0.206,395.0,59
Heartache After Heartache,1195,0.595,0.456,0.0102,0.108,17.0,32
Adeline,903,0.636,0.125,0.00141,0.354,256.0,46
Something to Say,734,0.452,0.299,0.016,0.112,128.0,41
"New Person, Old Place",751,0.603,0.443,2.24e-06,0.097,173.0,46
Not a Number,986,0.465,0.206,0.00241,0.102,146.0,37
Detour,40,0.793,0.33,0.000981,0.0787,9.0,55
I Wish I Had,607,0.503,0.401,0.00245,0.0961,2.0,42
How Bad I Wanna Live,786,0.647,0.273,0.0,0.179,6.0,33
Waiting,542,0.362,0.192,7.07e-06,0.0899,85.0,44
Don't Tell Our Friends About Me,183,0.738,0.553,0.00195,0.106,228.0,47
Break Itself,1224,0.518,0.587,0.0,0.106,0.0,23
I Lied (with Allison Ponthier),718,0.44,0.269,0.261,0.132,129.0,55
Shield Your Eyes - Acoustic,352,0.43,0.395,0.0,0.283,140.0,37
Different Kinds of Light,533,0.378,0.317,0.0024,0.386,135.0,43
Crater Lake,693,0.475,0.264,0.0,0.156,27.0,0
Lie to Me,819,0.583,0.107,2.15e-06,0.243,0.0,37
Song For Zula,918,0.492,0.626,0.533,0.0509,227.0,0
Should Have Known Better,1109,0.571,0.172,0.275,0.124,66.0,1
The Lonely Persistence of Time,777,0.483,0.318,0.004,0.116,8.0,26
Safest Bet,1080,0.663,0.568,0.165,0.12,0.0,24
Rise Again,666,0.45,0.105,0.38,0.106,0.0,44
In The Wee Small Hours Of The Morning,442,0.521,0.00894,0.371,0.108,19.0,50
Lush Life,1203,0.496,0.134,0.946,0.107,0.0,43
A Hero Lives Another Day,268,0.424,0.138,0.89,0.123,34.0,47
Rainbow Mountains,261,0.409,0.166,0.753,0.315,0.0,39
Seymour Reads the Constitution,199,0.586,0.284,0.783,0.102,29.0,45
Closing Doors,558,0.334,0.175,0.924,0.0977,0.0,39
I´m Getting Sentimental Over You,1152,0.422,0.101,0.872,0.156,34.0,52
Foggy Sunday,182,0.43,0.0934,0.774,0.14,34.0,39
You're Good to Me,1196,0.387,0.0465,0.861,0.108,0.0,54
Nothing Lasts Forever,300,0.454,0.167,0.777,0.0962,0.0,51
Danny´s Dream,365,0.283,0.086,0.443,0.19,34.0,46
Autumn Serenade,1199,0.447,0.113,0.925,0.1,0.0,55
Ballad Of The Sad Young Men - Live,653,0.333,0.115,0.382,0.673,34.0,42
Sometimes,782,0.294,0.112,0.935,0.12,34.0,56
I Can't Get Started - Instrumental,227,0.393,0.147,0.0411,0.0938,54.0,44
Compassion,563,0.472,0.0993,0.62,0.143,0.0,51
In This Wonderful World,953,0.264,0.169,0.53,0.165,0.0,40
Eternity,458,0.521,0.0568,0.229,0.104,34.0,52
the point above,202,0.45,0.0767,0.747,0.0853,34.0,54
Blueberry Street,300,0.311,0.129,0.371,0.126,0.0,37
Lost in Orbit,295,0.28,0.0656,0.54,0.115,0.0,54
Lover For The Day,823,0.323,0.135,0.895,0.244,0.0,40
You Don't Know What Love Is,1185,0.581,0.0509,0.892,0.124,34.0,51
Abisko,862,0.547,0.0608,0.552,0.0952,34.0,47
I Remember Clifford,166,0.304,0.124,0.0,0.157,59.0,51
Älvan,987,0.326,0.0882,0.922,0.107,34.0,45
Monk's Mood,1158,0.451,0.138,0.933,0.1,0.0,43
Blue in Green,503,0.557,0.0593,0.772,0.108,34.0,53
Moment To Moment,1194,0.479,0.12,0.913,0.11,0.0,52
Alone at Night,301,0.531,0.148,0.747,0.125,0.0,44
Yesterday,1212,0.472,0.133,0.931,0.108,0.0,35
desire strongly,202,0.465,0.0485,0.942,0.103,34.0,52
Comme Il Faut,705,0.41,0.275,0.515,0.113,34.0,44
When All Was Said and Done,1012,0.267,0.113,0.197,0.126,0.0,52
Let's Not,300,0.392,0.0946,0.702,0.107,0.0,39
Sleep Paralysis,1151,0.483,0.106,0.296,0.209,34.0,51
Close Your Eyes,1009,0.538,0.166,0.852,0.127,0.0,54
Counting Stars,953,0.497,0.118,0.0547,0.114,0.0,55
Change of Heart,1227,0.3,0.125,0.439,0.146,34.0,53
Searching,435,0.436,0.174,0.475,0.222,34.0,36
Don't Love Me,275,0.42,0.116,0.0801,0.124,3.0,49
I Thought About You,430,0.459,0.175,0.935,0.117,0.0,53
Lake Natron,85,0.441,0.135,0.937,0.105,34.0,43
Someone to Watch Over Me,160,0.555,0.0456,0.362,0.086,63.0,41
Monkish,605,0.528,0.191,0.953,0.103,0.0,22
Nightfall,250,0.431,0.146,0.865,0.113,40.0,41
I Should Care,479,0.615,0.141,0.0719,0.179,50.0,43
Under the same roof,679,0.399,0.0648,0.757,0.11,0.0,54
Misty November,666,0.444,0.108,0.92,0.105,0.0,38
Minor Steps,701,0.361,0.0892,0.967,0.147,0.0,37
Black Monday,476,0.448,0.17,0.899,0.11,0.0,48
Alone And I - Remastered 2007,491,0.409,0.0681,0.948,0.0971,35.0,45
Whatever Possessed Me,817,0.369,0.143,0.00897,0.101,0.0,51
Say It (Over And Over Again),582,0.488,0.124,0.333,0.246,37.0,55
A Time for Love,906,0.366,0.0819,0.888,0.0816,34.0,42
Silhouette,235,0.516,0.144,0.32,0.149,34.0,42
Somewhat Melancholy,1155,0.549,0.12,0.877,0.11,0.0,38
Where Or When,843,0.347,0.0822,0.962,0.11,0.0,50
Longing,150,0.535,0.0689,0.0292,0.0766,0.0,38
You Confuse Me,560,0.352,0.0754,0.0288,0.11,0.0,43
All To Soon,717,0.422,0.188,0.000424,0.187,34.0,49
"Ruby, My Dear",1185,0.371,0.165,0.937,0.22,34.0,51
Misty,190,0.377,0.0839,0.21,0.104,21.0,42
Turn Out the Stars,1231,0.48,0.0663,0.92,0.124,0.0,48
Moonbow,1276,0.273,0.124,0.723,0.105,0.0,42
Ascent,121,0.465,0.0604,0.893,0.108,0.0,57
Årstaviken,169,0.423,0.071,0.672,0.102,0.0,52
Landing,966,0.292,0.0382,0.915,0.101,0.0,50
Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,1095,0.505,0.159,0.0127,0.212,46.0,50
Midnight midtown,863,0.484,0.217,0.304,0.104,34.0,50
Spring Is Here,365,0.494,0.153,0.00427,0.11,34.0,47
Never Let Me Go,53,0.436,0.157,0.753,0.381,0.0,43
Yet another dream,1206,0.444,0.0677,0.765,0.134,0.0,47
Alone Together - Rudy Van Gelder Remaster 2006,663,0.336,0.0619,0.891,0.11,48.0,52
I'm Through With Love,441,0.313,0.0918,0.825,0.116,0.0,37
I'm A Fool To Want,120,0.411,0.0235,0.905,0.208,57.0,41
You Keep Coming Back Like A Song,967,0.621,0.0464,0.892,0.0885,61.0,41
Cry Me a River,323,0.451,0.2,0.298,0.105,0.0,32
Late Lament,1199,0.348,0.168,0.917,0.0854,0.0,51
Désespérés,1248,0.344,0.0562,0.838,0.135,34.0,43
Neighbours,1285,0.492,0.178,0.532,0.106,0.0,49
Reaching,1173,0.519,0.134,0.887,0.126,34.0,47
Blue Romance,261,0.278,0.0589,0.00899,0.348,0.0,41
Gone With The Wind,593,0.357,0.0755,0.0333,0.22,16.0,37
October 22nd,1245,0.46,0.235,0.602,0.128,34.0,49
For Heavens Sake,666,0.492,0.179,0.89,0.109,0.0,37
Time Remembered,1029,0.394,0.181,0.921,0.11,0.0,53
When I Fall In Love,174,0.412,0.0163,0.73,0.0793,38.0,44
Beautiful Love,703,0.536,0.0408,0.0388,0.0908,34.0,44
Lady Sings the Blues,1149,0.417,0.191,0.556,0.121,34.0,40
Lament,81,0.454,0.192,0.845,0.106,2.0,36
In the Days of our Love,845,0.522,0.0696,0.907,0.111,34.0,52
Riverside,251,0.426,0.166,0.0568,0.265,34.0,50
Heyoke,235,0.466,0.157,0.015,0.111,34.0,49
Still Life,1273,0.547,0.091,0.179,0.0927,0.0,50
Soul Eyes,618,0.465,0.117,0.914,0.0819,0.0,50
Next Door Dreaming,984,0.478,0.0881,0.797,0.12,34.0,45
After Rain,818,0.182,0.0918,0.0985,0.108,34.0,38
Levels,1067,0.592,0.728,0.0,0.379,409.0,77
Ain't Died In Vain,936,0.671,0.735,0.0,0.0842,483.0,52
Canada Gedi,638,0.764,0.655,0.0,0.0935,328.0,46
Meri Maa - A Tribute To Legend Sidhu Moosewala,943,0.671,0.71,0.0,0.0971,431.0,52
Rab (from the Movie 'Sher Bagga'),887,0.669,0.608,0.0,0.0694,0.0,28
"Nain Ta Heere (From ""Jugjugg Jeeyo"")",467,0.69,0.575,0.0,0.309,621.0,36
Main Punjab Haan,73,0.658,0.751,0.0,0.282,0.0,28
"Pata Ni Haan Diye (From ""Television"")",681,0.553,0.697,0.0,0.17,483.0,25
Roll Deep,1135,0.753,0.687,2.32e-06,0.0663,424.0,66
Battiyan,114,0.607,0.511,0.0,0.0917,0.0,29
Kamm Koi Na,1164,0.688,0.841,1.02e-06,0.134,483.0,61
Pehli Mulaqat,464,0.687,0.639,0.0,0.123,424.0,56
Thabba Ku Zulfan,113,0.713,0.45,0.0,0.101,96.0,66
Pain,535,0.594,0.609,0.0,0.113,0.0,44
The Last Ride,1067,0.792,0.647,0.0,0.119,409.0,81
"Pyar Karda - From ""Lover""",550,0.579,0.421,0.0,0.105,483.0,54
Positivity,604,0.68,0.698,0.0,0.15,424.0,64
Gangsta,644,0.791,0.687,2.12e-06,0.0986,483.0,75
Sidhu Forever,985,0.696,0.926,0.0,0.0612,0.0,42
Stay Away,142,0.71,0.583,1.16e-05,0.642,0.0,21
No Count,1129,0.56,0.769,0.0,0.0589,424.0,60
Tere Piche Piche,141,0.758,0.629,1.64e-06,0.0857,424.0,55
DARDA DI DOSE,1054,0.501,0.798,0.0,0.0826,424.0,52
Chaal,314,0.729,0.782,1.39e-06,0.158,96.0,50
Ishq Paudiyan,810,0.337,0.533,0.0,0.0991,766.0,45
"Most Wanted (“Dakuaan Da Munda 2"")",494,0.638,0.639,0.0,0.106,424.0,51
"Darling - From ""Kokka""",1164,0.741,0.663,0.0,0.0902,483.0,58
Khai,39,0.786,0.423,0.0,0.0734,2.0,39
Big Men (Chapter 2),943,0.441,0.653,0.0,0.126,431.0,59
Oouuu,644,0.779,0.693,0.0,0.0874,483.0,70
Never Fold (feat. Sunny Malton),1067,0.814,0.786,0.0,0.0976,409.0,78
Chauffeur,327,0.639,0.767,0.0,0.205,862.0,74
In Flow,932,0.764,0.703,0.0,0.12,0.0,38
Trippin,525,0.818,0.553,0.0,0.125,424.0,58
Unreachable,644,0.697,0.52,0.0,0.147,483.0,64
Setting,113,0.697,0.753,0.0,0.0344,96.0,66
Heart Attack,74,0.846,0.662,7.5e-06,0.06,424.0,62
London Da Lakk,1164,0.718,0.742,0.0,0.415,483.0,52
Game Over,644,0.846,0.573,0.0,0.0856,483.0,67
"Gundagardi (“Dakuaan Da Munda 2"")",494,0.695,0.891,0.0,0.0638,424.0,56
Kuwait Wala Koka,463,0.703,0.57,0.0,0.114,96.0,54
Everybody Hurts,1067,0.738,0.599,0.0,0.13,409.0,76
Blame,936,0.672,0.51,0.0,0.383,483.0,63
Wahzirinthehood,1264,0.771,0.731,1.11e-05,0.357,497.0,59
End,76,0.881,0.588,0.0,0.249,483.0,58
Bamb Agya,462,0.823,0.709,0.0,0.0834,424.0,67
0 to 100,1067,0.742,0.675,0.0,0.167,409.0,73
Mob N Love,936,0.725,0.726,0.0,0.13,483.0,58
Jawani,113,0.782,0.69,0.000661,0.359,96.0,70
Scapegoat,1067,0.752,0.518,0.0,0.196,409.0,64
Taur Jattan Di,328,0.682,0.692,2.91e-05,0.205,424.0,58
Haye Jatta,1299,0.807,0.376,0.0,0.207,96.0,53
LA,858,0.433,0.582,0.0,0.0962,424.0,55
Rule Over (Putt Jattan Dey),1164,0.681,0.549,0.0,0.0936,483.0,61
Time Keeps Tickin',315,0.78,0.722,0.0,0.579,497.0,49
Shadow,551,0.779,0.681,0.0,0.1,424.0,63
Nain,328,0.867,0.803,0.0,0.123,424.0,54
Ford Baapu Da,604,0.668,0.774,0.0,0.13,424.0,56
Chak Chak Chak,668,0.62,0.833,0.0,0.119,424.0,59
Fuck Em All,1067,0.818,0.726,1.01e-06,0.106,409.0,64
Alone Jatt,551,0.565,0.846,1.46e-06,0.132,424.0,60
VIP,954,0.674,0.739,0.0,0.143,483.0,59
Wait & Watch,936,0.696,0.669,0.0,0.333,483.0,52
Bas,557,0.87,0.477,0.0,0.281,443.0,60
COLT,900,0.628,0.693,0.0,0.111,96.0,59
Underdog,1071,0.685,0.721,0.0,0.203,96.0,55
"Trouble Maker (From ""Babbar"")",76,0.709,0.742,0.0,0.225,483.0,53
"Galwakdi - From ""Galwakdi""",856,0.657,0.522,0.0,0.458,424.0,55
Mehnge Mamle,1164,0.819,0.627,0.0,0.076,483.0,52
Shehar Vichon Geda,604,0.599,0.704,0.000217,0.135,424.0,57
Vail,1073,0.781,0.785,0.0,0.266,424.0,52
Zindagi,894,0.652,0.667,0.0,0.138,424.0,60
Fakkar Bande,1030,0.488,0.872,0.0,0.298,96.0,50
Judge,762,0.66,0.721,0.0,0.173,424.0,67
Shakti Water,1054,0.83,0.763,0.0,0.185,424.0,54
"Udd Gaya - From ""Lekh""",137,0.65,0.721,0.0,0.327,424.0,59
Gal Ni Bani,604,0.784,0.608,0.0,0.107,424.0,52
Vekhi Chal,996,0.747,0.65,3.37e-06,0.0772,96.0,47
Love War,551,0.76,0.762,0.0,0.377,424.0,54
No Love,1064,0.768,0.487,0.0,0.175,14.0,22
Jatt Flex,76,0.677,0.758,1.75e-05,0.339,483.0,62
Careless,674,0.771,0.904,0.0,0.0622,96.0,52
Gall Khaas,1299,0.866,0.707,0.0,0.0852,96.0,62
Dil Mangeya,1010,0.648,0.706,0.0,0.17,424.0,54
Ladaaka,943,0.907,0.618,2.76e-05,0.0634,431.0,50
Dreams Unfold,936,0.601,0.408,0.0,0.109,483.0,59
Adore,75,0.746,0.513,0.0,0.109,429.0,60
Gustakhiyan,1164,0.824,0.589,0.0,0.254,483.0,65
Black Effect,604,0.679,0.739,0.0,0.231,424.0,52
Nasheyan Ch Patteya Peya,838,0.68,0.804,0.0,0.437,96.0,46
Jatt Breed,839,0.696,0.645,0.0,0.181,424.0,52
Shoulder,464,0.758,0.635,0.0,0.12,424.0,58
5 Jatt,525,0.69,0.664,0.0,0.0898,424.0,49
Untouchable,1135,0.658,0.603,0.0,0.124,424.0,69
Vair Challe,1164,0.86,0.768,0.0,0.0927,483.0,46
Lethal Disease,839,0.533,0.676,0.0,0.323,424.0,52
Ykwim,644,0.837,0.575,7.23e-06,0.457,483.0,67
Jatta,483,0.643,0.449,0.0,0.141,424.0,64
Jealousy (feat. Gurlez Akhtar),839,0.784,0.778,0.0,0.224,424.0,64
Ki Karde Je,856,0.81,0.664,0.0,0.0867,424.0,58
Running Up That Hill (A Deal With God),648,0.629,0.547,0.00314,0.0604,154.0,94
Me Porto Bonito,145,0.911,0.712,2.68e-05,0.0933,57.0,98
Texts Go Green,348,0.765,0.627,0.195,0.0847,154.0,0
Ojitos Lindos,145,0.647,0.686,1.34e-06,0.528,57.0,98
Sticky,348,0.853,0.495,0.000217,0.0844,154.0,0
Tití Me Preguntó,145,0.65,0.715,0.000291,0.126,57.0,97
Intro,348,0.193,0.0218,0.88,0.117,154.0,0
A Keeper,348,0.6,0.482,0.000104,0.115,154.0,0
Currents,348,0.883,0.283,0.00167,0.0935,154.0,0
Calling My Name,348,0.826,0.276,8.53e-05,0.118,154.0,0
Efecto,145,0.801,0.475,1.73e-05,0.0639,57.0,95
Moscow Mule,145,0.804,0.674,1.18e-06,0.115,57.0,97
PROVENZA,625,0.87,0.516,0.00823,0.11,63.0,95
Flight's Booked,348,0.593,0.41,0.0993,0.115,154.0,0
Te Felicito,1049,0.695,0.636,0.0,0.081,884.0,92
Party,145,0.829,0.799,0.000543,0.242,57.0,95
Overdrive,348,0.502,0.645,0.00964,0.107,154.0,0
Tarot,145,0.795,0.684,0.0,0.658,57.0,93
ULTRA SOLO Remix,925,0.909,0.824,0.00387,0.0638,22.0,51
